sl.no,Type,Course Code,Course Name,Course Type,Ver sio n,L,T,P,J,Credits
598,Open Elective,CFOC561M,Biomedical Nanotechnology,Online Course,1,0,0,0,0,1
599,Open Elective,CFOC562M,Design and Analysis of VLSI Subsystems,Online Course,1,0,0,0,0,3
600,Open Elective,CFOC563M,Physics of Nanoscale Devices,Online Course,1,0,0,0,0,3
601,Open Elective,CFOC564M,Photonic Integrated Circuit,Online Course,1,0,0,0,0,3
602,Open Elective,CFOC565M,Technologies for Clean and Renewable Energy Production,Online Course,1,0,0,0,0,2
603,Open Elective,CFOC566M,Elements of Solar Energy Conversion,Online Course,1,0,0,0,0,3
604,Open Elective,CFOC567M,Physics of Renewable Energy Systems,Online Course,1,0,0,0,0,3
605,Open Elective,CFOC568M,Structural Analysis of Nanomaterials,Online Course,1,0,0,0,0,1
606,Open Elective,CFOC569M,Computational Approach to Materials Science and Engineering,Online Course,1,0,0,0,0,2
607,Open Elective,CFOC570M,Public Speaking,Online Course,1,0,0,0,0,3
608,Open Elective,CFOC571M,Introduction To CFD,Online Course,1,0,0,0,0,3
609,Open Elective,CFOC572M,Dairy And Food Process And Products Technology,Online Course,1,0,0,0,0,3
610,Open Elective,CFOC573M,Fundamentals Of Food Process Engineering,Online Course,1,0,0,0,0,3
611,Open Elective,CFOC574M,Micro Irrigation Engineering,Online Course,1,0,0,0,0,3
612,Open Elective,CFOC575M,Wildlife Ecology,Online Course,1,0,0,0,0,3
613,Open Elective,CFOC576M,Integrated Waste Management For A Smart City,Online Course,1,0,0,0,0,3
614,Open Elective,CFOC577M,Introduction To Multimodal Urban Transportation Systems (MUTS),Online Course,1,0,0,0,0,3
615,Open Elective,CFOC578M,Wastewater Treatment And Recycling,Online Course,1,0,0,0,0,3
616,Open Elective,CFOC579M,Structural Geology,Online Course,1,0,0,0,0,3
617,Open Elective,CFOC580M,Real-Time Systems,Online Course,1,0,0,0,0,3
618,Open Elective,CFOC581M,Algorithmic Game Theory,Online Course,1,0,0,0,0,3
619,Open Elective,CFOC582M,Computational Number Theory and Algebra,Online Course,1,0,0,0,0,3
620,Open Elective,CFOC583M,Power System Protection,Online Course,1,0,0,0,0,3
621,Open Elective,CFOC585M,Great Experiments In Psychology,Online Course,1,0,0,0,0,1
622,Open Elective,CFOC586M,Spoken Sanskrit: Basic and Intermediate Levels,Online Course,1,0,0,0,0,3
623,Open Elective,CFOC587M,Economics of Banking and Finance Markets,Online Course,1,0,0,0,0,3
624,Open Elective,CFOC588M,Concepts Of Thermodynamics,Online Course,1,0,0,0,0,3
625,Open Elective,CFOC589M,Engineering Drawing And Computer Graphics,Online Course,1,0,0,0,0,3
626,Open Elective,CFOC590M,Management Information System,Online Course,1,0,0,0,0,3
627,Open Elective,CFOC591M,Principles Of Management,Online Course,1,0,0,0,0,3
628,Open Elective,CFOC592M,Stress Management,Online Course,1,0,0,0,0,1
629,Open Elective,CFOC593M,Corporate Finance,Online Course,1,0,0,0,0,3
630,Open Elective,CFOC594M,Customer Relationship Management,Online Course,1,0,0,0,0,2
631,Open Elective,CFOC595M,Urbanization and Environment,Online Course,1,0,0,0,0,2
632,Open Elective,CFOC596M,Digital Speech Processing,Online Course,1,0,0,0,0,2
633,Open Elective,CFOC597M,Globalization And Culture,Online Course,1,0,0,0,0,2
634,Open Elective,CFOC598M,Elements of Visual Representation,Online Course,1,0,0,0,0,2
635,Open Elective,CFOC599M,Leadership and Team Effectiveness,Online Course,1,0,0,0,0,3
636,Open Elective,CFOC600M,Data Analysis for Biologists,Online Course,1,0,0,0,0,2
637,Open Elective,CFOC601M,Advance Course in Social Psychology,Online Course,1,0,0,0,0,3
638,Open Elective,CFOC602M,Product and Brand Management,Online Course,1,0,0,0,0,3
639,Open Elective,CFOC603M,Quantitative Investment Management,Online Course,1,0,0,0,0,2
640,Open Elective,CFOC604M,Entrepreneurship and IP Strategy,Online Course,1,0,0,0,0,2
641,Open Elective,CFOC605M,"Sensor Technologies: Physics, Fabrication, and Circuits",Online Course,1,0,0,0,0,2
642,Open Elective,CFOC606M,Ecology and Environment,Online Course,1,0,0,0,0,2
643,Open Elective,CFOC607M,Analog VLSI Design,Online Course,1,0,0,0,0,1
644,Open Elective,CFOC608M,The Science of Happiness and Wellbeing,Online Course,1,0,0,0,0,2
645,Open Elective,CFOC609M,Introduction to Basic Spoken Sanskrit and Intermediate Level of Spoken Sanskrit,Online Course,1,0,0,0,0,3
646,Open Elective,CFOC610M,Advanced Algorithmic Trading and Portfolio Management,Online Course,1,0,0,0,0,2
647,Open Elective,CFOC611M,Advanced Quantum Mechanics with Applications,Online Course,1,0,0,0,0,2
648,Open Elective,CFOC612M,Business Fundamentals for Entrepreneurs,Online Course,1,0,0,0,0,1
649,Open Elective,CFOC613M,C-Based VLSI Design,Online Course,1,0,0,0,0,3
650,Open Elective,CFOC614M,The Popular Gothic Novel,Online Course,1,0,0,0,0,3
651,Open Elective,CFOC615M,Introduction To Biomimicry,Online Course,1,0,0,0,0,2
652,Open Elective,CFOC616M,Applied Linguistics,Online Course,1,0,0,0,0,3
653,Open Elective,CFOC617M,Gender and Literature,Online Course,1,0,0,0,0,2
654,Open Elective,CFOC618M,Developing Soft Skills and Personality,Online Course,1,0,0,0,0,2
655,Open Elective,CFOC619M,Corporate Finance_2,Online Course,1,0,0,0,0,2
656,Open Elective,CFOC620M,Architectural Acoustics,Online Course,1,0,0,0,0,2
657,Open Elective,CFOC621M,An Introduction to Indian Literary Theory,Online Course,1,0,0,0,0,2
658,Open Elective,CFOC622M,"Indian Art: Materials, Techniques and Artistic Practices",Online Course,1,0,0,0,0,3
659,Open Elective,CFOC623M,Space Flight Mechanics,Online Course,1,0,0,0,0,3
660,Open Elective,CFOC624M,Industrial Safety Engineering,Online Course,1,0,0,0,0,1
661,Open Elective,CFOC625M,Advanced Thermodynamics and Combustion,Online Course,1,0,0,0,0,3
662,Open Elective,CFOC626M,Postmodernism in Literature,Online Course,1,0,0,0,0,2
663,Open Elective,CFOC627M,Natural Language Processing,Online Course,1,0,0,0,0,3
664,Open Elective,CFOC628M,Appreciating Carnatic Music,Online Course,1,0,0,0,0,2
665,Open Elective,CFOC629M,Body language:Key to Professional Success,Online Course,1,0,0,0,0,1
666,Open Elective,CFOC630M,Business To Business Marketing,Online Course,1,0,0,0,0,3
667,Open Elective,CFOC631M,Conservation Geography,Online Course,1,0,0,0,0,3
668,Open Elective,CFOC632M,Enclosure design of Electronics equipment,Online Course,1,0,0,0,0,3
669,Open Elective,CFOC633M,Environment And Development,Online Course,1,0,0,0,0,3
670,Open Elective,CFOC634M,Introduction to Aerospace Engineering,Online Course,1,0,0,0,0,3
671,Open Elective,CFOC635M,Operations And Supply Chain Management,Online Course,1,0,0,0,0,3
672,Open Elective,CFOC636M,Programming in modern c++,Online Course,1,0,0,0,0,3
673,Open Elective,CFOC637M,Psychology Of Learning,Online Course,1,0,0,0,0,3
674,Open Elective,CFOC638M,"Urban Utilities Planning : Water Supply, Sanitation And Drainage",Online Course,1,0,0,0,0,3
675,Open Elective,CFOC639M,Research Methodology,Online Course,1,0,0,0,0,2
676,Open Elective,CFOC640M,Communication Networks,Online Course,1,0,0,0,0,3
677,Open Elective,CFOC641M,Aircraft Design,Online Course,1,0,0,0,0,3
678,Open Elective,CFOC642M,Conservation Economics,Online Course,1,0,0,0,0,3
679,Open Elective,CFOC643M,Cryogenic Hydrogen Technology,Online Course,1,0,0,0,0,2
680,Open Elective,CFOC644M,Explosions and Safety,Online Course,1,0,0,0,0,3
681,Open Elective,CFOC645M,Financial Accounting,Online Course,1,0,0,0,0,2
682,Open Elective,CFOC646M,Philosophy and Critical Thinking,Online Course,1,0,0,0,0,3
683,Open Elective,CFOC647M,Air pollution and Control,Online Course,1,0,0,0,0,3
684,Open Elective,CFOC648M,Centre-State Relations in India,Online Course,1,0,0,0,0,2
685,Open Elective,CFOC649M,"Energy Resources, Economics, and Sustainability",Online Course,1,0,0,0,0,2
686,Open Elective,CFOC650M,Human Physiology,Online Course,1,0,0,0,0,3
687,Open Elective,CFOC651M,"Psychology of Stress, Health and Well-being",Online Course,1,0,0,0,0,3
688,Open Elective,CFOC652M,Signal Processing Techniques and its Applications,Online Course,1,0,0,0,0,3
689,Open Elective,CFOC653M,Strength & Conditioning for the Indian Population,Online Course,1,0,0,0,0,3
690,Open Elective,CFOC654M,The Evolution of the Earth and Life,Online Course,1,0,0,0,0,3
691,Open Elective,CFOC655M,United Nations Sustainable Development Goals (UN SDGs),Online Course,1,0,0,0,0,3
692,Open Elective,CFOC656M,Usability Engineering,Online Course,1,0,0,0,0,3
693,Open Elective,CFOC658M,Design Practice - II,Online Course,1,0,0,0,0,2
694,Open Elective,CFOC659M,Essentials of Data Science With R Software - 1: Probability and Statistical Inference,Online Course,1,0,0,0,0,3
695,Open Elective,CFOC660M,Applied Linear Algebra in AI and ML,Online Course,1,0,0,0,0,3
696,Non-Graded Core Requirement,BCHY102N,Environmental Sciences,Online Course,1,0,0,0,0,2
697,Non-Graded Core Requirement,BECE101N,Introduction to Engineering,Project,1,0,0,0,0,1
698,Non-Graded Core Requirement,BEXC100N,Extra curricular activities,Basket,1,0,0,0,0,2
699,Non-Graded Core Requirement,BHUM101N,Ethics and Values,Online Course,1,0,0,0,0,2
700,Non-Graded Core Requirement,BSSC101N,Essence of Traditional Knowledge,Online Course,1,0,0,0,0,2
701,Non-Graded Core Requirement,BSSC102N,Indian Constitution,Online Course,1,0,0,0,0,2
702,Bridge Course,BENG101N,Effective English Communication,Lab Only,1,0,0,4,0,2
