sl.no,Type,Course Code,Course Name,Course Type,Ver sio n,L,T,P,J,Credits
593,Open Elective,CFOC491M,Principles of Human Resource Management,Online Course,1,0,0,0,0,2
594,Open Elective,CFOC492M,Managing change in organizations,Online Course,1,0,0,0,0,2
595,Open Elective,CFOC493M,Management of Inventory Systems,Online Course,1,0,0,0,0,3
596,Open Elective,CFOC494M,Quality Design And Control,Online Course,1,0,0,0,0,3
597,Open Elective,CFOC495M,Foundation Course in Managerial Economics,Online Course,1,0,0,0,0,2
598,Open Elective,CFOC496M,Engineering Econometrics,Online Course,1,0,0,0,0,3
599,Open Elective,CFOC497M,Financial Statement Analysis and Reporting,Online Course,1,0,0,0,0,3
600,Open Elective,CFOC498M,Business Statistics,Online Course,1,0,0,0,0,3
601,Open Elective,CFOC499M,Global Marketing Management,Online Course,1,0,0,0,0,2
602,Open Elective,CFOC500M,Marketing Research and Analysis - II,Online Course,1,0,0,0,0,3
603,Open Elective,CFOC501M,Infrastructure Planning and Managements,Online Course,1,0,0,0,0,3
604,Open Elective,CFOC502M,Modelling and Analytics for Supply Chain Management,Online Course,1,0,0,0,0,3
605,Open Elective,CFOC503M,Marketing Analytics,Online Course,1,0,0,0,0,3
606,Open Elective,CFOC504M,Financial Management For Managers,Online Course,1,0,0,0,0,3
607,Open Elective,CFOC505M,Management of Commercial Banking,Online Course,1,0,0,0,0,3
608,Open Elective,CFOC506M,Behavioral and Personal Finance,Online Course,1,0,0,0,0,2
609,Open Elective,CFOC507M,Total Quality Management - 1,Online Course,1,0,0,0,0,2
610,Open Elective,CFOC508M,Entrepreneurship,Online Course,1,0,0,0,0,3
611,Open Elective,CFOC509M,Modeling of Tundish Steelmaking Process in Continuous Casting,Online Course,1,0,0,0,0,2
612,Open Elective,CFOC510M,Fundamentals of Electronic Materials and Devices,Online Course,1,0,0,0,0,2
613,Open Elective,CFOC511M,Introduction to Materials Science and Engineering,Online Course,1,0,0,0,0,3
614,Open Elective,CFOC512M,Corrosion - Part I,Online Course,1,0,0,0,0,2
615,Open Elective,CFOC513M,"Solar Photovoltaics: Principles, Technologies and Materials",Online Course,1,0,0,0,0,2
616,Open Elective,CFOC514M,Welding Processes,Online Course,1,0,0,0,0,3
617,Open Elective,CFOC515M,Theory and Practice of Non Destructive Testing,Online Course,1,0,0,0,0,2
618,Open Elective,CFOC516M,Steel Quality: Role of Secondary Refining and Continuous Casting,Online Course,1,0,0,0,0,3
619,Open Elective,CFOC517M,Materials Science and Engineering,Online Course,1,0,0,0,0,2
620,Open Elective,CFOC518M,Surface Engineering of Nanomaterials,Online Course,1,0,0,0,0,2
621,Open Elective,CFOC519M,"Dealing with Materials Data: Collection, Analysis and Interpretation",Online Course,1,0,0,0,0,3
622,Open Elective,CFOC520M,Friction and Wear of Materials: Principle and Case Studies,Online Course,1,0,0,0,0,2
623,Open Elective,CFOC521M,Material Characterization,Online Course,1,0,0,0,0,3
624,Open Elective,CFOC522M,Offshore Structures Under Special Environmental Loads Including Fire Resistance,Online Course,1,0,0,0,0,3
625,Open Elective,CFOC523M,Physics of Biological Systems,Online Course,1,0,0,0,0,3
626,Open Elective,CFOC524M,Group Theory methods in Physics,Online Course,1,0,0,0,0,3
627,Open Elective,CFOC525M,Experimental Physics - II,Online Course,1,0,0,0,0,3
628,Open Elective,CFOC526M,Quantum Mechanics I,Online Course,1,0,0,0,0,3
629,Open Elective,CFOC527M,A Brief Course on Superconductivity,Online Course,1,0,0,0,0,1
630,Open Elective,CFOC528M,Fiber Optics,Online Course,1,0,0,0,0,2
631,Open Elective,CFOC529M,Electromagnetism,Online Course,1,0,0,0,0,3
632,Open Elective,CFOC530M,Experimental Physics III,Online Course,1,0,0,0,0,3
633,Open Elective,CFOC531M,Electronic Theory of Solids,Online Course,1,0,0,0,0,3
634,Open Elective,CFOC532M,Introduction to Atmospheric and Space Sciences,Online Course,1,0,0,0,0,3
635,Open Elective,CFOC533M,Optical Sensors,Online Course,1,0,0,0,0,1
636,Open Elective,CFOC534M,Evaluation of Textiles Materials,Online Course,1,0,0,0,0,3
637,Open Elective,CFOC535M,Advanced Textile Printing Technology,Online Course,1,0,0,0,0,2
638,Open Elective,CFOC536M,Textured Yarn Technology,Online Course,1,0,0,0,0,3
639,Open Elective,CFOC537M,Theory of Yarn Structure,Online Course,1,0,0,0,0,3
640,Open Elective,CFOC538M,Testing of Functional and Technical Textiles,Online Course,1,0,0,0,0,2
641,Open Elective,CFOC539M,"Applied Optimization for Wireless, Machine Learning, Big Data",Online Course,1,0,0,0,0,3
642,Open Elective,CFOC540M,Deep Learning for Computer Vision,Online Course,1,0,0,0,0,3
643,Open Elective,CFOC541M,Deep Learning for Visual Computing,Online Course,1,0,0,0,0,3
644,Open Elective,CFOC542M,Principles of Compiler Design,Online Course,1,0,0,0,0,3
645,Open Elective,CFOC543M,International Business,Online Course,1,0,0,0,0,3
646,Open Elective,CFOC544M,Learning Analytics Tools,Online Course,1,0,0,0,0,3
647,Open Elective,CFOC545M,Advanced IoT Applications,Online Course,1,0,0,0,0,2
648,Open Elective,CFOC546M,Algorithms for Big Data,Online Course,1,0,0,0,0,2
649,Open Elective,CFOC547M,Decision Making Using Financial Accounting,Online Course,1,0,0,0,0,2
650,Open Elective,CFOC548M,Introduction on Intellectual Property to Engineers and Technologists,Online Course,1,0,0,0,0,2
651,Open Elective,CFOC549M,Introduction to Quantum Computing: Quantum Algorithms and Qiskit,Online Course,1,0,0,0,0,1
652,Open Elective,CFOC550M,Numerical Analysis,Online Course,1,0,0,0,0,4
653,Open Elective,CFOC551M,Quantum Technology and Quantum Phenomena in Macroscopic Systems,Online Course,1,0,0,0,0,3
654,Open Elective,CFOC552M,Electrochemical Impedance Spectroscopy,Online Course,1,0,0,0,0,3
655,Open Elective,CFOC553M,Carbon Materials and Manufacturing,Online Course,1,0,0,0,0,3
656,Open Elective,CFOC554M,Electronic Packaging and Manufacturing,Online Course,1,0,0,0,0,2
657,Open Elective,CFOC555M,Finite Element Method,Online Course,1,0,0,0,0,3
658,Open Elective,CFOC556M,Physics of Materials,Online Course,1,0,0,0,0,3
659,Open Elective,CFOC557M,X-ray Crystallography and Diffraction,Online Course,1,0,0,0,0,3
660,Open Elective,CFOC558M,"Solar Photovoltaics Fundamentals, Technology and Applications",Online Course,1,0,0,0,0,2
661,Open Elective,CFOC559M,Design of Photovoltaic Systems,Online Course,1,0,0,0,0,3
662,Open Elective,CFOC560M,Fundamentals of Micro and Nanofabrication,Online Course,1,0,0,0,0,3
663,Open Elective,CFOC561M,Biomedical Nanotechnology,Online Course,1,0,0,0,0,1
664,Open Elective,CFOC562M,Design and Analysis of VLSI Subsystems,Online Course,1,0,0,0,0,3
665,Open Elective,CFOC563M,Physics of Nanoscale Devices,Online Course,1,0,0,0,0,3
666,Open Elective,CFOC564M,Photonic Integrated Circuit,Online Course,1,0,0,0,0,3
667,Open Elective,CFOC565M,Technologies for Clean and Renewable Energy Production,Online Course,1,0,0,0,0,2
668,Open Elective,CFOC566M,Elements of Solar Energy Conversion,Online Course,1,0,0,0,0,3
669,Open Elective,CFOC567M,Physics of Renewable Energy Systems,Online Course,1,0,0,0,0,3
670,Open Elective,CFOC568M,Structural Analysis of Nanomaterials,Online Course,1,0,0,0,0,1
671,Open Elective,CFOC569M,Computational Approach to Materials Science and Engineering,Online Course,1,0,0,0,0,2
672,Open Elective,CFOC570M,Public Speaking,Online Course,1,0,0,0,0,3
673,Open Elective,CFOC571M,Introduction To CFD,Online Course,1,0,0,0,0,3
674,Open Elective,CFOC572M,Dairy And Food Process And Products Technology,Online Course,1,0,0,0,0,3
675,Open Elective,CFOC573M,Fundamentals Of Food Process Engineering,Online Course,1,0,0,0,0,3
676,Open Elective,CFOC574M,Micro Irrigation Engineering,Online Course,1,0,0,0,0,3
677,Open Elective,CFOC575M,Wildlife Ecology,Online Course,1,0,0,0,0,3
678,Open Elective,CFOC576M,Integrated Waste Management For A Smart City,Online Course,1,0,0,0,0,3
679,Open Elective,CFOC577M,Introduction To Multimodal Urban Transportation Systems (MUTS),Online Course,1,0,0,0,0,3
680,Open Elective,CFOC578M,Wastewater Treatment And Recycling,Online Course,1,0,0,0,0,3
681,Open Elective,CFOC579M,Structural Geology,Online Course,1,0,0,0,0,3
682,Open Elective,CFOC580M,Real-Time Systems,Online Course,1,0,0,0,0,3
683,Open Elective,CFOC581M,Algorithmic Game Theory,Online Course,1,0,0,0,0,3
684,Open Elective,CFOC582M,Computational Number Theory and Algebra,Online Course,1,0,0,0,0,3
685,Open Elective,CFOC583M,Power System Protection,Online Course,1,0,0,0,0,3
686,Open Elective,CFOC585M,Great Experiments In Psychology,Online Course,1,0,0,0,0,1
687,Open Elective,CFOC586M,Spoken Sanskrit: Basic and Intermediate Levels,Online Course,1,0,0,0,0,3
688,Open Elective,CFOC587M,Economics of Banking and Finance Markets,Online Course,1,0,0,0,0,3
689,Open Elective,CFOC588M,Concepts Of Thermodynamics,Online Course,1,0,0,0,0,3
690,Open Elective,CFOC589M,Engineering Drawing And Computer Graphics,Online Course,1,0,0,0,0,3
691,Open Elective,CFOC590M,Management Information System,Online Course,1,0,0,0,0,3
692,Open Elective,CFOC591M,Principles Of Management,Online Course,1,0,0,0,0,3
693,Open Elective,CFOC592M,Stress Management,Online Course,1,0,0,0,0,1
694,Open Elective,CFOC593M,Corporate Finance,Online Course,1,0,0,0,0,3
695,Open Elective,CFOC594M,Customer Relationship Management,Online Course,1,0,0,0,0,2
696,Open Elective,CFOC595M,Urbanization and Environment,Online Course,1,0,0,0,0,2
697,Open Elective,CFOC596M,Digital Speech Processing,Online Course,1,0,0,0,0,2
698,Open Elective,CFOC597M,Globalization And Culture,Online Course,1,0,0,0,0,2
699,Open Elective,CFOC598M,Elements of Visual Representation,Online Course,1,0,0,0,0,2
700,Open Elective,CFOC599M,Leadership and Team Effectiveness,Online Course,1,0,0,0,0,3
701,Open Elective,CFOC600M,Data Analysis for Biologists,Online Course,1,0,0,0,0,2
702,Open Elective,CFOC601M,Advance Course in Social Psychology,Online Course,1,0,0,0,0,3
703,Open Elective,CFOC602M,Product and Brand Management,Online Course,1,0,0,0,0,3
704,Open Elective,CFOC603M,Quantitative Investment Management,Online Course,1,0,0,0,0,2
705,Open Elective,CFOC604M,Entrepreneurship and IP Strategy,Online Course,1,0,0,0,0,2
706,Open Elective,CFOC605M,"Sensor Technologies: Physics, Fabrication, and Circuits",Online Course,1,0,0,0,0,2
707,Open Elective,CFOC606M,Ecology and Environment,Online Course,1,0,0,0,0,2
708,Open Elective,CFOC607M,Analog VLSI Design,Online Course,1,0,0,0,0,1
709,Open Elective,CFOC608M,The Science of Happiness and Wellbeing,Online Course,1,0,0,0,0,2
710,Open Elective,CFOC609M,Introduction to Basic Spoken Sanskrit and Intermediate Level of Spoken Sanskrit,Online Course,1,0,0,0,0,3
711,Open Elective,CFOC610M,Advanced Algorithmic Trading and Portfolio Management,Online Course,1,0,0,0,0,2
712,Open Elective,CFOC611M,Advanced Quantum Mechanics with Applications,Online Course,1,0,0,0,0,2
713,Open Elective,CFOC612M,Business Fundamentals for Entrepreneurs,Online Course,1,0,0,0,0,1
714,Open Elective,CFOC613M,C-Based VLSI Design,Online Course,1,0,0,0,0,3
715,Open Elective,CFOC614M,The Popular Gothic Novel,Online Course,1,0,0,0,0,3
716,Open Elective,CFOC615M,Introduction To Biomimicry,Online Course,1,0,0,0,0,2
717,Open Elective,CFOC616M,Applied Linguistics,Online Course,1,0,0,0,0,3
718,Open Elective,CFOC617M,Gender and Literature,Online Course,1,0,0,0,0,2
719,Open Elective,CFOC618M,Developing Soft Skills and Personality,Online Course,1,0,0,0,0,2
720,Open Elective,CFOC619M,Corporate Finance_2,Online Course,1,0,0,0,0,2
721,Open Elective,CFOC620M,Architectural Acoustics,Online Course,1,0,0,0,0,2
722,Open Elective,CFOC621M,An Introduction to Indian Literary Theory,Online Course,1,0,0,0,0,2
723,Open Elective,CFOC622M,"Indian Art: Materials, Techniques and Artistic Practices",Online Course,1,0,0,0,0,3
724,Open Elective,CFOC623M,Space Flight Mechanics,Online Course,1,0,0,0,0,3
725,Open Elective,CFOC624M,Industrial Safety Engineering,Online Course,1,0,0,0,0,1
726,Open Elective,CFOC625M,Advanced Thermodynamics and Combustion,Online Course,1,0,0,0,0,3
727,Open Elective,CFOC626M,Postmodernism in Literature,Online Course,1,0,0,0,0,2
728,Open Elective,CFOC627M,Natural Language Processing,Online Course,1,0,0,0,0,3
729,Open Elective,CFOC628M,Appreciating Carnatic Music,Online Course,1,0,0,0,0,2
730,Open Elective,CFOC629M,Body language:Key to Professional Success,Online Course,1,0,0,0,0,1
731,Open Elective,CFOC630M,Business To Business Marketing,Online Course,1,0,0,0,0,3
732,Open Elective,CFOC631M,Conservation Geography,Online Course,1,0,0,0,0,3
733,Open Elective,CFOC632M,Enclosure design of Electronics equipment,Online Course,1,0,0,0,0,3
734,Open Elective,CFOC633M,Environment And Development,Online Course,1,0,0,0,0,3
735,Open Elective,CFOC634M,Introduction to Aerospace Engineering,Online Course,1,0,0,0,0,3
736,Open Elective,CFOC635M,Operations And Supply Chain Management,Online Course,1,0,0,0,0,3
737,Open Elective,CFOC636M,Programming in modern c++,Online Course,1,0,0,0,0,3
738,Open Elective,CFOC637M,Psychology Of Learning,Online Course,1,0,0,0,0,3
739,Open Elective,CFOC638M,"Urban Utilities Planning : Water Supply, Sanitation And Drainage",Online Course,1,0,0,0,0,3
740,Open Elective,CFOC639M,Research Methodology,Online Course,1,0,0,0,0,2
741,Open Elective,CFOC640M,Communication Networks,Online Course,1,0,0,0,0,3
742,Open Elective,CFOC641M,Aircraft Design,Online Course,1,0,0,0,0,3
743,Open Elective,CFOC642M,Conservation Economics,Online Course,1,0,0,0,0,3
744,Open Elective,CFOC643M,Cryogenic Hydrogen Technology,Online Course,1,0,0,0,0,2
745,Open Elective,CFOC644M,Explosions and Safety,Online Course,1,0,0,0,0,3
746,Open Elective,CFOC645M,Financial Accounting,Online Course,1,0,0,0,0,2
747,Open Elective,CFOC646M,Philosophy and Critical Thinking,Online Course,1,0,0,0,0,3
748,Open Elective,CFOC647M,Air pollution and Control,Online Course,1,0,0,0,0,3
749,Open Elective,CFOC648M,Centre-State Relations in India,Online Course,1,0,0,0,0,2
750,Open Elective,CFOC649M,"Energy Resources, Economics, and Sustainability",Online Course,1,0,0,0,0,2
751,Open Elective,CFOC650M,Human Physiology,Online Course,1,0,0,0,0,3
752,Open Elective,CFOC651M,"Psychology of Stress, Health and Well-being",Online Course,1,0,0,0,0,3
753,Open Elective,CFOC652M,Signal Processing Techniques and its Applications,Online Course,1,0,0,0,0,3
754,Open Elective,CFOC653M,Strength & Conditioning for the Indian Population,Online Course,1,0,0,0,0,3
755,Open Elective,CFOC654M,The Evolution of the Earth and Life,Online Course,1,0,0,0,0,3
756,Open Elective,CFOC655M,United Nations Sustainable Development Goals (UN SDGs),Online Course,1,0,0,0,0,3
757,Open Elective,CFOC656M,Usability Engineering,Online Course,1,0,0,0,0,3
758,Open Elective,CFOC658M,Design Practice - II,Online Course,1,0,0,0,0,2
759,Open Elective,CFOC659M,Essentials of Data Science With R Software - 1: Probability and Statistical Inference,Online Course,1,0,0,0,0,3
760,Open Elective,CFOC660M,Applied Linear Algebra in AI and ML,Online Course,1,0,0,0,0,3
761,Projects and Internship,BCSE399J,Summer Industrial Internship,Project,1,0,0,0,0,1
762,Projects and Internship,BCSE497J,Project - I,Project,1,0,0,0,0,3
763,Projects and Internship,BCSE498J,Project - II / Internship,Project,1,0,0,0,0,5
764,Projects and Internship,BCSE499J,One Semester Internship,Project,1,0,0,0,0,14
765,Bridge Course,BENG101N,Effective English Communication,Lab Only,1,0,0,4,0,2
766,Non-Graded Core Requirement,BCHY102N,Environmental Sciences,Online Course,1,0,0,0,0,2
767,Non-Graded Core Requirement,BCSE101N,Introduction to Engineering,Project,1,0,0,0,0,1
768,Non-Graded Core Requirement,BEXC100N,Extra curricular activities,Basket,1,0,0,0,0,2
769,Non-Graded Core Requirement,BHUM101N,Ethics and Values,Online Course,1,0,0,0,0,2
770,Non-Graded Core Requirement,BSSC101N,Essence of Traditional Knowledge,Online Course,1,0,0,0,0,2
771,Non-Graded Core Requirement,BSSC102N,Indian Constitution,Online Course,1,0,0,0,0,2
